member_id,loan_status,int_rate,Bin_int,dti,Bin_dti,Default_flag,No_of_Enquiry,enq_buckets,annual_inc,Income_bins,home_ownership,purpose,open_acc,emp_length,verification_status,delinq_2yrs,loan_amnt,Bins_loan_amt
LC23173,Charged Off,11.86%,10,10.29,10,1,0,0,78000,6,MORTGAGE,credit_card,8,10+ years,Not Verified,0,15000,13
LC23174,Charged Off,10.38%,8,3.55,4,1,0,0,43596,4,MORTGAGE,debt_consolidation,10,4 years,Verified,0,30000,25
LC23175,Fully Paid,17.19%,18,19.09,19,0,1,1-4,54996,4,RENT,debt_consolidation,6,4 years,Source Verified,0,3600,3
LC23176,Fully Paid,13.98%,13,20.38,20,0,3,1-4,49000,4,OWN,debt_consolidation,15,10+ years,Verified,0,25000,21
LC23177,Fully Paid,14.84%,15,13.4,13,0,0,0,86000,7,RENT,major_purchase,7,2 years,Not Verified,0,2000,2
LC23178,Fully Paid,16.45%,17,9.94,10,0,0,0,118000,9,RENT,debt_consolidation,6,10+ years,Not Verified,0,1000,1
LC23179,Fully Paid,15.58%,16,5.44,6,0,0,0,45000,4,RENT,home_improvement,5,5 years,Source Verified,0,10000,8
LC2318,Fully Paid,19.03%,21,10.81,11,0,2,1-4,110000,9,MORTGAGE,credit_card,8,2 years,Not Verified,0,3200,3
LC23180,Fully Paid,10.75%,9,2.23,3,0,2,1-4,125000,10,OWN,debt_consolidation,5,5 years,Source Verified,0,5000,4
LC23181,Fully Paid,11.86%,10,9.95,10,0,1,1-4,48000,4,MORTGAGE,credit_card,12,7 years,Verified,0,9600,8
LC23182,Fully Paid,13.61%,13,8.16,8,0,0,0,65000,5,MORTGAGE,car,6,LT 1year,Verified,1,6300,5
LC23183,Fully Paid,6.76%,3,20.75,21,0,0,0,53155,4,MORTGAGE,home_improvement,9,3 years,Verified,0,35000,29
LC23184,Fully Paid,10.38%,8,19.01,19,0,0,0,142000,11,MORTGAGE,other,8,LT 1year,Not Verified,0,1200,1
LC23185,Fully Paid,7.51%,4,11.9,12,0,1,1-4,46400,4,MORTGAGE,car,12,3 years,Not Verified,1,10000,8
LC23186,Charged Off,15.58%,16,10.79,11,1,3,1-4,16008,1,RENT,credit_card,10,10+ years,Source Verified,0,20000,17
LC23187,Fully Paid,21.27%,24,11.93,12,0,0,0,55000,4,RENT,debt_consolidation,6,6 years,Not Verified,0,8000,7
LC23188,Fully Paid,7.14%,3,24.13,24,0,0,0,37000,3,RENT,other,13,10+ years,Not Verified,0,10000,8
LC23189,Fully Paid,11.86%,10,16.9,17,0,0,0,80400,6,RENT,debt_consolidation,8,1 year,Source Verified,0,7000,6
LC2319,Fully Paid,6.62%,2,22.1,22,0,0,0,60000,5,RENT,debt_consolidation,11,8 years,Verified,1,7500,6
LC23190,Fully Paid,16.82%,18,14.33,14,0,0,0,125000,10,MORTGAGE,credit_card,11,4 years,Source Verified,0,12500,11
LC23191,Fully Paid,11.86%,10,13.74,14,0,1,1-4,65000,5,RENT,debt_consolidation,6,7 years,Source Verified,0,14500,12
LC23192,Charged Off,17.56%,19,20.46,20,1,1,1-4,62000,5,MORTGAGE,debt_consolidation,11,7 years,Source Verified,0,12000,10
LC23193,Fully Paid,7.88%,4,11.09,11,0,0,0,78000,6,MORTGAGE,debt_consolidation,17,10+ years,Verified,0,18000,15
LC23194,Fully Paid,11.86%,10,12.6,13,0,1,1-4,32000,3,OWN,debt_consolidation,5,n/a,Verified,0,10400,9
LC23195,Fully Paid,14.84%,15,20.84,21,0,1,1-4,38400,3,RENT,debt_consolidation,6,LT 1year,Not Verified,0,6000,5
LC23196,Fully Paid,17.19%,18,7.1,7,0,0,0,50004,4,MORTGAGE,debt_consolidation,8,4 years,Verified,0,10000,8
LC23197,Fully Paid,7.88%,4,14.42,14,0,0,0,59000,5,RENT,credit_card,6,2 years,Source Verified,0,14600,12
LC23198,Fully Paid,7.88%,4,8.05,8,0,0,0,34000,3,RENT,debt_consolidation,11,10+ years,Verified,0,25000,21
LC23199,Fully Paid,10.75%,9,13.28,13,0,0,0,77000,6,RENT,credit_card,9,2 years,Verified,0,18200,15
LC232,Fully Paid,9.91%,7,2,2,0,2,1-4,15000,1,RENT,debt_consolidation,9,10+ years,Verified,0,25000,21
LC2320,Fully Paid,11.71%,10,16.26,16,0,0,0,97000,8,MORTGAGE,debt_consolidation,12,LT 1year,Not Verified,1,8400,7
LC23200,Charged Off,16.32%,17,15.51,15,1,1,1-4,52392,4,RENT,debt_consolidation,11,3 years,Verified,0,8000,7
LC23201,Fully Paid,7.88%,4,10.7,11,0,0,0,95680,8,MORTGAGE,other,11,1 year,Not Verified,0,5500,5
LC23202,Fully Paid,10.38%,8,18.46,18,0,1,1-4,78000,6,OWN,debt_consolidation,8,2 years,Not Verified,0,8100,7
LC23203,Fully Paid,11.86%,10,20.92,21,0,1,1-4,110000,9,MORTGAGE,other,7,3 years,Verified,0,17500,15
LC23204,Fully Paid,15.58%,16,8.57,9,0,0,0,25200,2,RENT,debt_consolidation,25,1 year,Verified,0,14800,13
LC23205,Charged Off,16.45%,17,5.36,6,1,1,1-4,32000,3,MORTGAGE,car,13,LT 1year,Verified,0,7500,6
LC23206,Fully Paid,13.23%,12,0.41,1,0,3,1-4,36500,3,RENT,credit_card,39,2 years,Not Verified,0,10000,8
LC23207,Fully Paid,17.56%,19,5.46,6,0,3,1-4,42600,3,RENT,debt_consolidation,6,5 years,Not Verified,0,1750,2
LC23208,Fully Paid,15.58%,16,18.99,19,0,1,1-4,33488,3,RENT,other,4,7 years,Source Verified,1,2400,2
LC23209,Fully Paid,14.35%,14,14.98,15,0,0,0,60000,5,OWN,credit_card,17,4 years,Verified,0,25000,21
LC2321,Fully Paid,19.42%,22,23.66,23,0,0,0,96000,8,MORTGAGE,credit_card,10,LT 1year,Not Verified,0,10000,8
LC23210,Fully Paid,11.86%,10,23.15,23,0,0,0,48000,4,MORTGAGE,other,7,7 years,Not Verified,0,9600,8
LC23211,Fully Paid,15.21%,15,5.8,6,0,0,0,36000,3,OWN,debt_consolidation,9,2 years,Verified,0,13475,11
LC23212,Fully Paid,11.86%,10,17.04,17,0,0,0,52800,4,RENT,debt_consolidation,14,7 years,Not Verified,0,4000,3
LC23213,Fully Paid,11.49%,10,11.56,12,0,2,1-4,80000,6,MORTGAGE,debt_consolidation,20,8 years,Not Verified,0,5000,4
LC23214,Fully Paid,11.86%,10,9.25,9,0,0,0,48000,4,MORTGAGE,home_improvement,7,10+ years,Not Verified,0,8000,7
LC23215,Fully Paid,6.76%,3,23.9,24,0,0,0,46500,4,RENT,debt_consolidation,7,6 years,Source Verified,0,6725,6
LC23216,Fully Paid,11.86%,10,1.83,2,0,0,0,40000,3,OWN,home_improvement,11,4 years,Verified,1,35000,29
LC23217,Fully Paid,13.61%,13,14.25,14,0,0,0,73000,6,MORTGAGE,debt_consolidation,20,10+ years,Not Verified,0,9000,8
LC23218,Fully Paid,15.95%,16,14.02,14,0,3,1-4,60000,5,RENT,debt_consolidation,11,1 year,Source Verified,0,4800,4
LC23219,Fully Paid,13.23%,12,24.31,24,0,0,0,50400,4,RENT,debt_consolidation,14,4 years,Not Verified,0,10000,8
LC2322,Fully Paid,18.25%,20,13.74,14,0,2,1-4,130000,10,MORTGAGE,other,8,1 year,Source Verified,0,10000,8
LC23220,Fully Paid,16.45%,17,19.29,19,0,0,0,54908,4,RENT,car,5,2 years,Source Verified,0,2000,2
LC23221,Fully Paid,7.51%,4,10.6,11,0,0,0,64777.55,5,RENT,credit_card,18,4 years,Verified,0,5600,5
LC23222,Fully Paid,13.98%,13,13.61,14,0,1,1-4,39600,3,MORTGAGE,moving,6,4 years,Not Verified,0,2875,2
LC23223,Fully Paid,18.30%,20,4.33,5,0,1,1-4,87050,7,RENT,debt_consolidation,11,5 years,Not Verified,0,5000,4
LC23224,Charged Off,18.67%,21,11.56,12,1,2,1-4,20000,2,RENT,major_purchase,3,10+ years,Not Verified,0,7200,6
LC23225,Fully Paid,7.51%,4,17.4,17,0,0,0,60000,5,MORTGAGE,major_purchase,4,5 years,Verified,1,24000,20
LC23226,Fully Paid,16.32%,17,19.42,19,0,0,0,96504,8,MORTGAGE,other,8,2 years,Not Verified,0,8750,7
LC23227,Fully Paid,7.14%,3,2.25,3,0,0,0,80400,6,MORTGAGE,wedding,11,5 years,Not Verified,0,8000,7
LC23228,Fully Paid,7.88%,4,17,17,0,1,1-4,106000,8,MORTGAGE,debt_consolidation,13,LT 1year,Not Verified,0,9000,8
LC23229,Fully Paid,11.12%,9,3.13,4,0,0,0,36396,3,MORTGAGE,other,11,7 years,Verified,0,4400,4
LC2323,Fully Paid,19.91%,22,22.64,22,0,0,0,73000,6,RENT,debt_consolidation,10,10+ years,Verified,0,6000,5
LC23230,Fully Paid,13.98%,13,15.94,16,0,0,0,19200,2,RENT,debt_consolidation,7,10+ years,Verified,0,18000,15
LC23231,Fully Paid,13.98%,13,15.09,15,0,1,1-4,27600,2,RENT,other,6,6 years,Source Verified,0,3600,3
LC23232,Fully Paid,11.12%,9,11.7,12,0,3,1-4,60000,5,MORTGAGE,car,12,10+ years,Not Verified,0,1900,2
LC23233,Charged Off,16.45%,17,23.04,23,1,1,1-4,30000,2,RENT,debt_consolidation,6,2 years,Not Verified,0,4000,3
LC23234,Charged Off,13.61%,13,23.92,24,1,0,0,110000,9,MORTGAGE,debt_consolidation,6,3 years,Verified,0,18500,16
LC23235,Charged Off,15.58%,16,6.17,6,1,1,1-4,14400,1,RENT,debt_consolidation,7,1 year,Verified,0,21600,18
LC23236,Fully Paid,11.49%,10,10.54,11,0,1,1-4,130000,10,RENT,car,13,10+ years,Verified,0,7000,6
LC23237,Charged Off,17.56%,19,15.6,16,1,1,1-4,35004,3,MORTGAGE,moving,10,4 years,Source Verified,0,5000,4
LC23238,Fully Paid,10.75%,9,5.38,6,0,3,1-4,80000,6,RENT,debt_consolidation,4,6 years,Source Verified,0,5000,4
LC23239,Fully Paid,7.51%,4,5.01,5,0,0,0,45000,4,RENT,home_improvement,9,3 years,Not Verified,0,4800,4
LC2324,Fully Paid,13.49%,13,15.95,16,0,2,1-4,45000,4,RENT,small_business,16,5 years,Source Verified,0,15000,13
LC23240,Fully Paid,11.86%,10,7.23,7,0,2,1-4,172000,13,MORTGAGE,credit_card,6,LT 1year,Not Verified,0,6000,5
LC23241,Charged Off,15.58%,16,0,1,1,0,0,24000,2,MORTGAGE,medical,7,3 years,Verified,0,10000,8
LC23242,Charged Off,10.38%,8,4.29,5,1,0,0,40000,3,OWN,debt_consolidation,14,10+ years,Source Verified,0,14400,12
LC23243,Fully Paid,10.75%,9,3.5,4,0,1,1-4,29120,2,RENT,debt_consolidation,10,8 years,Not Verified,0,12150,10
LC23244,Fully Paid,7.88%,4,8.87,9,0,0,0,110000,9,MORTGAGE,major_purchase,8,10+ years,Not Verified,0,12000,10
LC23245,Fully Paid,13.61%,13,8.38,9,0,0,0,70000,6,RENT,vacation,5,4 years,Source Verified,1,1250,1
LC23246,Fully Paid,15.95%,16,7.52,8,0,5,5-8,102000,8,RENT,other,6,3 years,Not Verified,0,10000,8
LC23247,Charged Off,15.58%,16,19.57,19,1,0,0,46000,4,RENT,home_improvement,13,6 years,Verified,0,14400,12
LC23248,Fully Paid,11.86%,10,3.48,4,0,0,0,30000,2,RENT,debt_consolidation,10,2 years,Verified,0,15000,13
LC23249,Fully Paid,15.95%,16,23.97,24,0,1,1-4,44000,4,RENT,debt_consolidation,13,2 years,Verified,0,20000,17
LC2325,Fully Paid,11.71%,10,5.54,6,0,0,0,155000,12,RENT,credit_card,7,10+ years,Verified,2,25000,21
LC23250,Fully Paid,13.98%,13,14.43,14,0,0,0,90065,7,MORTGAGE,debt_consolidation,2,LT 1year,Not Verified,1,3000,3
LC23251,Fully Paid,7.88%,4,13.77,14,0,2,1-4,81204,6,MORTGAGE,debt_consolidation,6,2 years,Not Verified,0,4000,3
LC23252,Fully Paid,13.23%,12,15.55,16,0,0,0,105000,8,MORTGAGE,medical,9,7 years,Not Verified,0,3000,3
LC23253,Charged Off,15.58%,16,10.5,11,1,1,1-4,63996,5,RENT,credit_card,7,3 years,Not Verified,0,10000,8
LC23254,Fully Paid,7.14%,3,24.47,24,0,1,1-4,43000,3,MORTGAGE,major_purchase,9,10+ years,Not Verified,0,6000,5
LC23255,Fully Paid,14.35%,14,12.31,12,0,0,0,31000,3,RENT,debt_consolidation,8,1 year,Not Verified,0,10000,8
LC23256,Fully Paid,11.49%,10,15.62,16,0,1,1-4,31200,3,RENT,other,20,10+ years,Source Verified,0,3000,3
LC23257,Fully Paid,15.58%,16,4.71,5,0,3,1-4,66996,5,RENT,debt_consolidation,6,1 year,Source Verified,0,5000,4
LC23258,Charged Off,10.75%,9,8.67,9,1,1,1-4,90000,7,MORTGAGE,other,13,1 year,Not Verified,0,1600,1
LC23259,Fully Paid,13.98%,13,6.32,7,0,1,1-4,43080,4,RENT,home_improvement,8,LT 1year,Verified,0,18000,15
LC2326,Charged Off,14.27%,14,8,8,1,0,0,33000,3,MORTGAGE,credit_card,3,3 years,Not Verified,0,6000,5
LC23260,Fully Paid,11.49%,10,15.2,15,0,0,0,35364,3,RENT,debt_consolidation,11,2 years,Source Verified,0,6000,5
LC23261,Fully Paid,14.35%,14,18,18,0,0,0,30000,2,RENT,car,20,LT 1year,Source Verified,2,2300,2
LC23262,Fully Paid,14.84%,15,1.42,2,0,1,1-4,41316,3,RENT,home_improvement,6,2 years,Not Verified,0,16000,14
LC23263,Charged Off,18.67%,21,3.64,4,1,3,1-4,57000,5,MORTGAGE,credit_card,8,10+ years,Verified,0,15000,13
LC23264,Fully Paid,13.23%,12,10.19,10,0,2,1-4,90000,7,MORTGAGE,educational,8,2 years,Not Verified,0,12000,10
LC23265,Fully Paid,11.49%,10,11.79,12,0,2,1-4,42500,3,RENT,other,7,n/a,Not Verified,0,1500,1
LC23266,Fully Paid,11.49%,10,18.72,19,0,0,0,40000,3,OWN,home_improvement,10,9 years,Verified,0,12000,10
LC23267,Fully Paid,11.86%,10,17.16,17,0,0,0,50000,4,RENT,debt_consolidation,13,10+ years,Verified,1,35000,29
LC23268,Fully Paid,7.14%,3,19.3,19,0,0,0,28416,2,RENT,credit_card,12,10+ years,Source Verified,1,4800,4
LC23269,Fully Paid,11.86%,10,7.97,8,0,0,0,63211,5,RENT,debt_consolidation,7,6 years,Verified,0,19000,16
LC2327,Fully Paid,9.91%,7,12.09,12,0,1,1-4,26004,2,MORTGAGE,debt_consolidation,10,8 years,Verified,0,35000,29
LC23270,Fully Paid,14.35%,14,12.55,13,0,0,0,85000,7,MORTGAGE,car,5,5 years,Not Verified,0,14000,12
LC23271,Fully Paid,7.14%,3,18.08,18,0,0,0,52000,4,RENT,car,19,10+ years,Source Verified,0,6000,5
LC23272,Fully Paid,11.86%,10,10.73,11,0,1,1-4,32000,3,RENT,debt_consolidation,9,2 years,Verified,0,27575,23
LC23273,Fully Paid,11.86%,10,22.81,23,0,1,1-4,49032,4,MORTGAGE,home_improvement,5,3 years,Not Verified,0,11000,9
LC23274,Fully Paid,14.72%,15,14.29,14,0,0,0,95111,8,MORTGAGE,other,7,5 years,Not Verified,0,10000,8
LC23275,Fully Paid,10.75%,9,5.39,6,0,1,1-4,109000,9,MORTGAGE,credit_card,6,4 years,Verified,0,10000,8
LC23276,Fully Paid,19.41%,22,14.83,15,0,1,1-4,97000,8,RENT,debt_consolidation,4,2 years,Verified,0,20000,17
LC23277,Fully Paid,14.84%,15,14.8,15,0,0,0,36000,3,MORTGAGE,debt_consolidation,13,3 years,Source Verified,0,20000,17
LC23278,Fully Paid,10.38%,8,14.37,14,0,0,0,135000,11,MORTGAGE,other,14,2 years,Source Verified,0,2200,2
LC23279,Fully Paid,7.88%,4,3.58,4,0,1,1-4,71760,6,RENT,major_purchase,3,10+ years,Source Verified,0,2000,2
LC2328,Fully Paid,12.42%,11,18.37,18,0,0,0,130000,10,MORTGAGE,debt_consolidation,16,LT 1year,Source Verified,2,10000,8
LC23280,Fully Paid,11.12%,9,6.24,7,0,3,1-4,60000,5,OWN,debt_consolidation,9,n/a,Source Verified,0,3600,3
LC23281,Fully Paid,11.49%,10,5.52,6,0,0,0,46302,4,RENT,other,4,LT 1year,Source Verified,0,3200,3
LC23282,Fully Paid,10.38%,8,12.38,12,0,0,0,50000,4,MORTGAGE,debt_consolidation,14,3 years,Verified,0,19425,16
LC23283,Fully Paid,14.84%,15,4.8,5,0,1,1-4,32004,3,RENT,debt_consolidation,10,n/a,Verified,0,5600,5
LC23284,Fully Paid,11.86%,10,5.19,6,0,0,0,145000,11,RENT,credit_card,5,LT 1year,Not Verified,0,18500,16
LC23285,Fully Paid,13.61%,13,0.91,1,0,0,0,78000,6,MORTGAGE,major_purchase,6,LT 1year,Source Verified,0,14000,12
LC23286,Fully Paid,10.38%,8,18.14,18,0,0,0,41604,3,OWN,credit_card,6,5 years,Source Verified,0,12000,10
LC23287,Fully Paid,14.84%,15,9.62,10,0,0,0,189000,15,MORTGAGE,other,6,1 year,Not Verified,1,25000,21
LC23288,Fully Paid,15.21%,15,19.29,19,0,1,1-4,38000,3,OWN,debt_consolidation,5,LT 1year,Not Verified,0,3050,3
LC23289,Fully Paid,7.88%,4,18.88,19,0,3,1-4,60000,5,RENT,debt_consolidation,6,7 years,Source Verified,0,10000,8
LC2329,Fully Paid,7.90%,4,28.74,28,0,1,1-4,64000,5,MORTGAGE,debt_consolidation,6,5 years,Not Verified,0,8800,7
LC23290,Fully Paid,11.12%,9,16.86,17,0,1,1-4,33600,3,MORTGAGE,medical,16,3 years,Source Verified,0,14000,12
LC23291,Fully Paid,7.88%,4,8.31,9,0,0,0,118200,9,MORTGAGE,debt_consolidation,7,4 years,Not Verified,0,2800,2
LC23292,Fully Paid,11.12%,9,5.99,6,0,0,0,19820,2,RENT,debt_consolidation,10,4 years,Verified,0,5750,5
LC23293,Fully Paid,15.58%,16,24.04,24,0,2,1-4,43920,4,RENT,debt_consolidation,18,10+ years,Not Verified,0,12750,11
LC23294,Fully Paid,11.86%,10,3.97,4,0,0,0,46000,4,MORTGAGE,credit_card,3,10+ years,Verified,0,15875,13
LC23295,Fully Paid,7.51%,4,16.63,17,0,1,1-4,66800,5,MORTGAGE,credit_card,14,8 years,Not Verified,0,12000,10
LC23296,Fully Paid,11.86%,10,24.54,24,0,0,0,80000,6,MORTGAGE,other,13,10+ years,Not Verified,0,6000,5
LC23297,Fully Paid,7.88%,4,15.56,16,0,0,0,34000,3,RENT,other,11,10+ years,Verified,0,35000,29
LC23298,Fully Paid,7.88%,4,0.74,1,0,0,0,24166,2,OWN,credit_card,5,2 years,Source Verified,0,8000,7
LC23299,Fully Paid,16.45%,17,10.08,10,0,0,0,70000,6,MORTGAGE,other,4,10+ years,Source Verified,0,1600,1
LC233,Charged Off,14.27%,14,6.52,7,1,1,1-4,21888,2,MORTGAGE,car,5,10+ years,Not Verified,0,3000,3
LC2330,Fully Paid,6.62%,2,28.87,28,0,1,1-4,72000,6,RENT,debt_consolidation,14,10+ years,Verified,0,25000,21
LC23300,Fully Paid,11.12%,9,20.57,20,0,2,1-4,21408,2,MORTGAGE,debt_consolidation,6,3 years,Not Verified,0,5000,4
LC23301,Fully Paid,15.21%,15,0.89,1,0,1,1-4,27000,2,MORTGAGE,house,18,10+ years,Source Verified,1,9100,8
LC23302,Fully Paid,13.23%,12,12.97,13,0,0,0,45227,4,RENT,debt_consolidation,15,5 years,Verified,0,10000,8
LC23303,Charged Off,15.21%,15,9.57,10,1,0,0,80000,6,RENT,debt_consolidation,21,5 years,Not Verified,0,7000,6
LC23304,Fully Paid,10.75%,9,15.96,16,0,0,0,80000,6,MORTGAGE,home_improvement,2,10+ years,Source Verified,0,5000,4
LC23305,Fully Paid,13.98%,13,0.84,1,0,0,0,84000,7,RENT,educational,2,2 years,Source Verified,0,2500,2
LC23306,Fully Paid,11.86%,10,8.13,8,0,1,1-4,74880,6,MORTGAGE,debt_consolidation,13,7 years,Not Verified,0,5000,4
LC23307,Fully Paid,15.21%,15,9.1,9,0,2,1-4,129996,10,MORTGAGE,small_business,4,9 years,Not Verified,0,20000,17
LC23308,Fully Paid,19.41%,22,24.21,24,0,1,1-4,33600,3,RENT,credit_card,14,1 year,Not Verified,0,7200,6
LC23309,Fully Paid,14.72%,15,18.17,18,0,1,1-4,21600,2,RENT,other,5,LT 1year,Not Verified,0,10000,8
LC2331,Fully Paid,7.51%,4,19.24,19,0,0,0,30000,2,RENT,debt_consolidation,5,10+ years,Source Verified,0,8000,7
LC23310,Fully Paid,15.21%,15,24.35,24,0,2,1-4,27996,2,MORTGAGE,moving,6,5 years,Not Verified,0,10000,8
LC23311,Charged Off,11.49%,10,8.77,9,1,0,0,62400,5,RENT,debt_consolidation,10,10+ years,Verified,0,25000,21
LC23312,Fully Paid,14.35%,14,22.84,23,0,2,1-4,66000,5,MORTGAGE,wedding,7,LT 1year,Not Verified,0,9250,8
LC23313,Fully Paid,10.38%,8,8.68,9,0,1,1-4,91000,7,MORTGAGE,other,4,LT 1year,Not Verified,1,4750,4
LC23314,Fully Paid,10.75%,9,3.88,4,0,0,0,48000,4,MORTGAGE,credit_card,8,10+ years,Source Verified,0,4000,3
LC23315,Fully Paid,13.61%,13,19.09,19,0,0,0,36960,3,OWN,credit_card,8,10+ years,Not Verified,0,3600,3
LC23316,Fully Paid,14.72%,15,1.24,2,0,0,0,34000,3,RENT,debt_consolidation,10,LT 1year,Verified,0,35000,29
LC23317,Fully Paid,13.98%,13,18.48,18,0,0,0,30000,2,OWN,home_improvement,4,10+ years,Not Verified,0,7500,6
LC23318,Fully Paid,7.88%,4,7.34,8,0,3,1-4,42000,3,MORTGAGE,credit_card,12,4 years,Verified,0,13600,12
LC23319,Fully Paid,11.49%,10,11.35,11,0,0,0,85000,7,MORTGAGE,major_purchase,12,LT 1year,Not Verified,0,2000,2
LC2332,Charged Off,10.65%,8,4.47,5,1,2,1-4,48000,4,MORTGAGE,credit_card,9,6 years,Not Verified,0,6200,5
LC23320,Fully Paid,11.12%,9,7.09,7,0,0,0,109200,9,MORTGAGE,debt_consolidation,9,1 year,Not Verified,0,16000,14
LC23321,Fully Paid,13.61%,13,10.9,11,0,0,0,60000,5,RENT,debt_consolidation,5,2 years,Not Verified,0,7000,6
LC23322,Charged Off,15.58%,16,10.62,11,1,0,0,44400,4,RENT,debt_consolidation,11,10+ years,Verified,0,20000,17
LC23323,Charged Off,17.19%,18,15.11,15,1,0,0,24468,2,RENT,credit_card,18,2 years,Not Verified,0,3000,3
LC23324,Fully Paid,15.21%,15,23.09,23,0,0,0,93600,7,RENT,car,11,9 years,Verified,0,20400,17
LC23325,Charged Off,10.75%,9,22.01,22,1,1,1-4,47000,4,MORTGAGE,debt_consolidation,6,LT 1year,Source Verified,0,4325,4
LC23326,Fully Paid,11.12%,9,11.21,11,0,2,1-4,73000,6,RENT,credit_card,14,7 years,Source Verified,0,25000,21
LC23327,Fully Paid,10.38%,8,0.33,1,0,1,1-4,72000,6,MORTGAGE,credit_card,5,4 years,Verified,0,12000,10
LC23328,Fully Paid,13.61%,13,12.44,13,0,0,0,48436,4,MORTGAGE,major_purchase,14,1 year,Verified,0,24000,20
LC23329,Fully Paid,17.19%,18,17.36,17,0,1,1-4,100100,8,MORTGAGE,debt_consolidation,4,3 years,Not Verified,0,7000,6
LC2333,Fully Paid,8.90%,6,1.63,2,0,0,0,75000,6,RENT,vacation,8,2 years,Verified,0,4000,3
LC23330,Fully Paid,16.32%,17,15.74,16,0,3,1-4,70000,6,MORTGAGE,debt_consolidation,8,1 year,Not Verified,0,5500,5
LC23331,Charged Off,15.21%,15,14.59,15,1,0,0,85200,7,MORTGAGE,debt_consolidation,15,10+ years,Not Verified,0,6500,6
LC23332,Fully Paid,13.23%,12,21.63,21,0,3,1-4,42000,3,RENT,small_business,8,5 years,Verified,0,20000,17
LC23333,Fully Paid,6.76%,3,23.64,23,0,3,1-4,37000,3,RENT,debt_consolidation,8,10+ years,Not Verified,0,14000,12
LC23334,Fully Paid,7.88%,4,7.55,8,0,1,1-4,45000,4,RENT,debt_consolidation,14,2 years,Not Verified,0,5000,4
LC23335,Fully Paid,15.95%,16,22.16,22,0,0,0,58000,5,RENT,debt_consolidation,5,LT 1year,Not Verified,0,5875,5
LC23336,Fully Paid,13.98%,13,2.36,3,0,1,1-4,57500,5,RENT,debt_consolidation,11,5 years,Source Verified,0,11000,9
LC23337,Fully Paid,11.86%,10,2.07,3,0,2,1-4,99600,8,MORTGAGE,other,7,1 year,Not Verified,0,8000,7
LC23338,Fully Paid,13.23%,12,16.84,17,0,1,1-4,64000,5,MORTGAGE,other,7,10+ years,Source Verified,0,16000,14
LC23339,Fully Paid,6.39%,2,6.35,7,0,0,0,85100,7,MORTGAGE,vacation,12,10+ years,Not Verified,0,2500,2
LC2334,Charged Off,14.27%,14,9.6,10,1,1,1-4,130000,10,RENT,credit_card,11,3 years,Source Verified,0,11000,9
LC23340,Fully Paid,13.61%,13,16.12,16,0,2,1-4,44000,4,MORTGAGE,medical,8,2 years,Verified,0,13250,11
LC23341,Fully Paid,17.56%,19,13.9,14,0,2,1-4,111549,9,MORTGAGE,home_improvement,6,10+ years,Source Verified,0,8000,7
LC23342,Fully Paid,15.58%,16,13,13,0,2,1-4,78000,6,MORTGAGE,other,8,10+ years,Verified,0,3500,3
LC23343,Fully Paid,7.51%,4,2.54,3,0,4,1-4,120000,9,MORTGAGE,small_business,14,10+ years,Verified,0,12000,10
LC23344,Charged Off,16.45%,17,15.09,15,1,1,1-4,68250,5,RENT,debt_consolidation,4,10+ years,Verified,0,15000,13
LC23345,Fully Paid,13.98%,13,7.33,8,0,0,0,107000,8,RENT,small_business,7,2 years,Verified,0,6000,5
LC23346,Fully Paid,7.51%,4,23.23,23,0,0,0,50000,4,MORTGAGE,debt_consolidation,10,2 years,Source Verified,0,2800,2
LC23347,Fully Paid,11.12%,9,11.31,11,0,3,1-4,95000,7,RENT,debt_consolidation,7,1 year,Not Verified,0,7750,7
LC23348,Fully Paid,7.51%,4,3.25,4,0,3,1-4,59004,5,MORTGAGE,home_improvement,12,2 years,Not Verified,1,2500,2
LC23349,Fully Paid,7.88%,4,20.41,20,0,0,0,62500,5,RENT,debt_consolidation,8,7 years,Not Verified,0,20000,17
LC2335,Fully Paid,10.65%,8,6.44,7,0,1,1-4,150000,12,RENT,debt_consolidation,5,LT 1year,Verified,0,9000,8
LC23350,Fully Paid,14.35%,14,16.71,17,0,1,1-4,108000,8,MORTGAGE,other,7,1 year,Not Verified,0,2000,2
LC23351,Fully Paid,11.12%,9,4.94,5,0,1,1-4,26000,2,RENT,debt_consolidation,7,10+ years,Verified,0,21300,18
LC23352,Fully Paid,16.32%,17,18.35,18,0,0,0,170000,13,RENT,debt_consolidation,11,4 years,Not Verified,0,6000,5
LC23353,Fully Paid,16.32%,17,24.13,24,0,0,0,19200,2,RENT,other,8,10+ years,Source Verified,0,4000,3
LC23354,Fully Paid,11.86%,10,0,1,0,0,0,24000,2,RENT,debt_consolidation,6,10+ years,Verified,0,6400,5
LC23355,Fully Paid,16.32%,17,24.49,24,0,0,0,46800,4,RENT,debt_consolidation,9,4 years,Not Verified,0,11000,9
LC23356,Fully Paid,13.61%,13,2.98,3,0,1,1-4,14500,1,RENT,debt_consolidation,9,9 years,Verified,0,19425,16
LC23357,Fully Paid,7.88%,4,14.88,15,0,4,1-4,48000,4,RENT,debt_consolidation,9,n/a,Source Verified,1,8000,7
LC23358,Fully Paid,15.95%,16,17.61,18,0,0,0,83000,7,OWN,debt_consolidation,8,6 years,Not Verified,0,8950,8
LC23359,Charged Off,13.98%,13,8.93,9,1,0,0,34000,3,OWN,wedding,5,2 years,Not Verified,0,9600,8
